id,road,house_number,neighbourhood,county
1428001160,270th Avenue Northeast,4114,N/A,King County
1233100260,122nd Avenue Northeast,8206,N/A,King County
8835220200,132nd Avenue Northeast,13213,N/A,King County
2023039045,Southwest 156th Street,9228,N/A,King County
7504400400,219th Place Northeast,21822,N/A,King County
1432900310,128th Avenue Southeast,16134,N/A,King County
9541600295,126th Avenue Southeast,1908,Woodridge,King County
2914700310,1st Avenue Northwest,9532,N/A,King County
7972604355,8th Avenue Southwest,9455,N/A,King County
2423069084,Tiger Mountain Road Southeast,14817,N/A,King County
8655000070,Southeast 29th Court,17200,Sammamish Heights,King County
8165501620,Southwest Sylvan Heights Drive,2701,High Point,King County
8682281480,243rd Place Northeast,12255,N/A,King County
1137610140,Northeast 147th Street,7821,N/A,King County
4232900310,5th Avenue West,1809,N/A,King County
324000370,41st Avenue Southwest,3447,Admiral,King County
3822200036,30th Avenue Northeast,13321,Kenwood,King County
3876100310,119th Avenue Northeast,13335,N/A,King County
8024201525,Northeast 98th Street,1218,N/A,King County
4024101670,Northeast 178th Street,2542,N/A,King County
3124049171,Olson Place Southwest,9420,N/A,King County
2310100240,Southeast 280th Place,22425,Elk Run Meadows,King County
8021700030,North 90th Street,2142,Licton Springs,King County
3861500340,South 359th Street,2401,Emery Woods,King County
1823069046,West Lake Kathleen Drive Southeast,14132,N/A,King County
6070500055,Southeast 43rd Street,16022,N/A,King County
520069032,Southeast 384th Street,20325,N/A,King County
4154303655,48th Avenue South,4802,Columbia,King County
3876800710,Northeast 157th Street,15670,N/A,King County
259000240,3rd Avenue Northwest,17922,N/A,King County
1822069041,196th Avenue Southeast,22727,N/A,King County
7520000695,11th Place Southwest,11915,Mount View,King County
7520000695,11th Place Southwest,11915,Mount View,King County
2141330700,Southeast 50th Street,15800,N/A,King County
3123039082,Southwest 188th Street,10519,N/A,King County
7215420370,Southeast 294th Way,20615,Remington,King County
1311000270,South 292nd Place,3653,N/A,King County
7334500800,Southeast 150th Street,44526,N/A,King County
2832100270,Par Place Northeast,13904,N/A,King County
3022079094,292nd Avenue Southeast,26513,N/A,King County
2436200320,33rd Avenue Northeast,4812,N/A,King County
1042500013,South 305th Street,425,Puget Sound Hills,King County
3897100060,Northeast 75th Street,11637,Snyders Corner,King County
3188100105,21st Avenue Northeast,8163,N/A,King County
2767604170,Northwest 58th Street,2226,Sunset Hill,King County
1773100765,Delridge Way Southwest,5048,N/A,King County
1211000070,26th Avenue,541,N/A,King County
8920100041,190th Place Southeast,2129,N/A,King County
126059225,Northeast 198th Place,17834,N/A,King County
9286100320,West Sunset Way,23,N/A,King County
4449800681,24th Avenue Northwest,8309,Loyal Heights,King County
5505700030,48th Avenue Southwest,3627,Admiral,King County
3260590070,Southeast 44th Way,4443,N/A,King County
3211240370,Southeast 325th Place,16918,N/A,King County
8142000060,Northeast 158th Street,122,N/A,King County
5595900316,Lafromboise Street,1469,N/A,King County
4312700200,Southeast 332nd Place,17610,N/A,King County
9407001600,Southeast 169th Street,42405,Wilderness Rim,King County
5700001895,34th Avenue South,2535,N/A,King County
1424200070,Northeast 14th Street,9724,N/A,King County
1708400370,South Pearl Street,2016,South Seattle,King County
5457801925,Taylor Avenue North,1116,South Lake Union,King County
2895600350,42nd Avenue Southwest,10203,Arbor Heights,King County
4036801070,Southeast 9th Street,16242,N/A,King County
976000879,West Fulton Street,416,N/A,King County
7923100400,Southeast 31st Street,16121,Sammamish Heights,King County
7129304200,53rd Avenue South,9344,Rainier Beach,King County
2225069062,Northeast 25th Street,24300,N/A,King County
3343903240,Northeast 20th Street,1733,Kennydale,King County
5095401360,204th Avenue Southeast,14826,N/A,King County
2547200160,130th Avenue Northeast,7315,Snyders Corner,King County
124069032,East Beaver Lake Drive Southeast,1733,N/A,King County
7300400320,127th Place Southeast,30018,N/A,King County
7212660560,17th Avenue South,36907,N/A,King County
3343902650,Northeast 16th Street,1836,Kennydale,King County
3034200036,North 128th Street,2150,N/A,King County
1498303855,29th Avenue South,2112,N/A,King County
1446404015,8th Avenue South,12824,Highline,King County
5467910140,142nd Avenue Southeast,26272,N/A,King County
2472920800,Southeast 182nd Street,14127,Fairwood Firs,King County
7147600070,South 178th Street,3860,N/A,King County
3820350140,1st Lane Northeast,14805,N/A,King County
520700125,Northwest 201st Street,109,N/A,King County
3211200140,76th Place Northeast,14230,N/A,King County
250000320,108th Avenue Northeast,2525,Ashwood,King County
6139800640,198th Avenue Northeast,19818,N/A,King County
6699000710,Southeast 257th Street,17814,Woodcreek,King County
7010700550,31st Avenue West,4332,Lawton Park,King County
5506500070,456th Drive Southeast,12853,N/A,King County
3293700521,Greenwood Avenue North,16056,N/A,King County
6929604005,23rd Avenue South,24317,Highline,King County
3216900070,Southeast 203rd Street,11824,Willow Ridge,King County
7922800160,166th Avenue Southeast,2655,Sammamish Heights,King County
6610000320,Baker Avenue Northwest,4415,N/A,King County
5561400140,Southeast 155th Place,24998,Mirrormont,King County
7686202065,South 201st Street,1216,N/A,King County
4107100204,94th Avenue Northeast,9409,N/A,King County
7214810510,Northeast 178th Street,14506,N/A,King County
5350201180,Madrona Drive,1440,N/A,King County
8148600055,South 126th Street,2106,N/A,King County
226039270,Northwest 199th Street,2026,N/A,King County
1220069035,264th Avenue Southeast,40333,N/A,King County
7466900320,27th Place South,28625,Laurelwood,King County
8078430030,235th Court Northeast,2621,N/A,King County
9523100550,Greenwood Avenue North,504,N/A,King County
8961970510,Southeast 1st Place,24201,N/A,King County
3574800810,92nd Avenue Northeast,14243,Simonds Estates,King County
7732410390,Northeast 58th Street,14583,N/A,King County
7697870700,Southeast 260th Place,11934,Seven Oaks East,King County
9275702405,Prescott Avenue Southwest,2247,Admiral,King County
1370804461,West Crockett Street,2100,Magnolia Village,King County
4310702440,Densmore Avenue North,9233,Licton Springs,King County
3935900030,Lakeside Avenue Northeast,11028,N/A,King County
6385800030,29th Avenue South,15043,N/A,King County
1193000390,West Barrett Street,2617,Southeast Magnolia,King County
8605900060,5th Avenue Northwest,4331,N/A,King County
3964400160,17th Avenue South,3218,N/A,King County
1455600045,42nd Avenue Northeast,13747,Cedar Park,King County
4031000520,40th Avenue South,34215,N/A,King County
4031000520,40th Avenue South,34215,N/A,King County
3299610240,Southeast 45th Place,23011,N/A,King County
1727850350,126th Avenue Northeast,3370,N/A,King County
5416510990,Southeast 270th Street,22839,Rock Creek Meadows,King County
4154303215,48th Avenue South,4020,Lakewood,King County
421000465,Shelton Avenue Northeast,680,President Park,King County
9164100105,25th Avenue Northwest,7317,Loyal Heights,King County
6300000320,Interlake Avenue North,10529,N/A,King County
824059324,Southeast 23rd Street,10616,N/A,King County
259900320,Northeast 25th Way,17233,N/A,King County
7888200140,South 257th Street,2006,Woodmont,King County
7852130550,Silent Creek Avenue Southeast,7331,N/A,King County
2824089053,Southeast 65th Street,41103,N/A,King County
3935900350,Northeast 115th Street,3911,N/A,King County
5347200162,34th Avenue Southwest,9413,Westwood,King County
1953400520,26th Avenue South,23454,North Highline,King County
1251200045,33rd Avenue South,1116,N/A,King County
1858600012,106th Avenue Southeast,26429,Erin Glade,King County
4307310400,Glennwood Place Northeast,100,Liberty Ridge,King County
6708200320,66th Place Northeast,19146,N/A,King County
1473060030,Southeast 159th Place,13559,Fairwood West,King County
6163901382,11th Avenue Northeast,17228,North City,King County
617000030,6th Avenue Southwest,20613,N/A,King County
2887700875,20th Avenue Northeast,8237,Wedgwood,King County
9465910030,Northeast 160th Street,12415,N/A,King County
6918710340,Northeast 143rd Place,10210,Maple Glen,King County
629810560,East Main Drive,24514,N/A,King County
1025039320,40th Avenue West,5232,N/A,King County
3575200030,Northeast 13th Court,21221,N/A,King County
3298701070,14th Avenue Southwest,9449,N/A,King County
7852011040,Fairway Avenue Southeast,6914,Fairway,King County
1705400350,Bowen Place South,5021,Columbia City,King County
7682200320,26th Avenue South,29832,N/A,King County
3814701090,127th Avenue Southeast,25434,White Horse Crossing,King County
8099800340,249th Avenue Southeast,3028,N/A,King County
5418200340,45th Avenue Northeast,10300,Lavilla,King County
2767601805,Northwest 63rd Street,2019,N/A,King County
8682280340,NE Vine Maple Way,24459,N/A,King County
1432900030,Southeast 163rd Street,12734,N/A,King County
1546600125,124th Avenue Northeast,3060,N/A,King County
7560000070,N/A,2469,N/A,King County
2130200160,275th Avenue Northeast,14329,N/A,King County
9238430140,163rd Avenue Northeast,20018,N/A,King County
7116000350,K Street Southeast,618,N/A,King County
4039500390,159th Place Southeast,141,N/A,King County
8031700186,Northeast 76th Street,356,N/A,King County
7625702505,42nd Avenue Southwest,5922,Morgan Junction,King County
7511000140,90th Avenue Southeast,6146,N/A,King County
3191000030,Northeast 126th Place,9243,N/A,King County
6150700394,North 137th Street,13715,Bitter Lake,King County
1786640030,Southeast 236th Place,14015,N/A,King County
7708200400,Northeast 5th Court,5501,Shamrock Heights,King County
4406000390,142nd Place Southeast,19300,N/A,King County
1926059094,Northeast 134th Street,8908,N/A,King County
9413500350,147th Court Northeast,6303,N/A,King County
7853240310,Southeast Boulder Court,35910,Crestview,King County
5152800030,South 293rd Street,915,Marine Hills,King County
1775950030,Northeast 179th Street,18224,N/A,King County
4221250320,Southeast 22nd Street,24014,N/A,King County
6749700117,North 94th Street,718,N/A,King County
290000075,Southwest 109th Street,4100,Arroyo Heights,King County
1842100160,Northeast 72nd Street,14117,N/A,King County
4365200055,35th Avenue Southwest,8832,Westwood,King County
3644100030,Bradner Place South,1316,N/A,King County
3220079017,Southeast 472nd Street,29810,N/A,King County
8121200710,172nd Avenue Northeast,13505,N/A,King County
3574801740,86th Place Northeast,14303,Simonds Estates,King County
644000102,Southeast 25th Place,10809,N/A,King County
5315100784,Southeast 32nd Street,2955,N/A,King County
9578200030,Wynwood Drive,717,N/A,King County
2313900810,39th Avenue Southwest,3425,Admiral,King County
1623300055,3rd Avenue Northwest,7018,N/A,King County
9191200435,26th Avenue Northeast,5719,University Park,King County
2591020560,Northeast 106th Lane,11631,N/A,King County
1923000260,Southeast 46th Street,9231,N/A,King County
2193300390,181st Avenue Northeast,10205,N/A,King County
7016200030,Northeast 155th Street,11917,N/A,King County
727500030,106th Place Northeast,1216,N/A,King County
1651800030,84th Avenue Northeast,1373,N/A,King County
623049094,Southwest 102nd Street,1001,N/A,King County
2538800030,Southeast 288th Street,22818,N/A,King County
7714000310,237th Avenue Southeast,27419,Shanlemar Meadows,King County
254000075,44th Avenue Southwest,10014,Endolyne,King County
1257201375,North 61st Street,2321,Meridian,King County
8856004582,3rd Place South,313,N/A,King County
3205400240,Northeast 136th Place,12033,N/A,King County
3738000070,88th Avenue Northeast,904,Eastland,King County
8856001090,3rd Avenue South,34,N/A,King County
3224500240,154th Place Southeast,4708,N/A,King County
4139460390,178th Avenue Southeast,5659,N/A,King County
3531900060,Meridian Avenue North,11530,N/A,King County
4457300135,90th Avenue Southeast,4249,N/A,King County
8682292090,Adair Creek Way Northeast,13555,N/A,King County
7278700069,Northwest 197th Street,2148,N/A,King County
5710610800,Mount Si Place Northwest,100,N/A,King County
8651443420,187th Court Southeast,26313,Covington Woods,King County
7751800070,Northeast 27th Street,16022,N/A,King County
2570600140,Northeast 204th Place,7611,N/A,King County
1565950260,114th Court Southeast,18926,Chinoquan,King County
7550801170,Northwest 61st Street,3029,Sunset Hill,King County
6648701740,110th Place Southeast,23504,N/A,King County
7529500030,South Lucile Street,2522,N/A,King County
9523102420,North 63rd Street,518,N/A,King County
7283900521,N/A,19004,N/A,King County
7519001275,Northwest 79th Street,636,Whittier Heights,King County
1432900350,128th Avenue Southeast,16318,N/A,King County
1924059248,East Mercer Way,5001,N/A,King County
6649500060,Northeast 7th Place,4810,Hidden Creek,King County
2254501342,14th Avenue,1126,N/A,King County
2025700260,229th Avenue Southeast,28333,Diamond Hills,King County
2386000070,264th Avenue Northeast,3412,N/A,King County
2206500105,139th Avenue Southeast,3742,N/A,King County
1953400045,South 232nd Street,2605,North Highline,King County
3996900575,26th Avenue Northeast,16317,Briarcrest,King County
869700350,Elma Place Northeast,526,Blueberry Place,King County
7387500335,24th Avenue Southwest,9214,Westwood,King County
6795100563,Southeast 28th Street,22101,N/A,King County
8001470560,204th Place Northeast,2216,N/A,King County
4140100200,61st Place Northeast,19025,N/A,King County
7212650510,19th Place South,37309,N/A,King County
686800070,Northeast 26th Place,11034,Ashwood,King County
5126900200,Southeast 6th Street,3329,Maplewood Glen,King County
6329000070,Marine View Drive Southwest,N/A,Arroyo Heights,King County
5430300171,39th Avenue Northeast,7321,Wedgwood,King County
5430300171,39th Avenue Northeast,7321,Wedgwood,King County
2742100016,South Dawson Street,3053,Columbia City,King County
1324079082,367th Avenue Southeast,4660,N/A,King County
1422200496,38th Avenue,915,N/A,King County
3754500566,89th Avenue Northeast,11825,N/A,King County
5132000140,12th Avenue Southwest,8824,Highland Park,King County
5132000140,12th Avenue Southwest,8824,Highland Park,King County
6131600240,17th Street Northeast,1110,N/A,King County
2768000295,6th Avenue Northwest,5626,N/A,King County
4046600320,Northeast 114th Street,31723,N/A,King County
1598600320,Alvord Avenue North,614,N/A,King County
4140900270,Tolt Pipeline Trail,18555,N/A,King County
5104510060,245th Avenue Southeast,27455,Maple Woods,King County
3578400710,222nd Place Northeast,1346,N/A,King County
4036400030,Northeast 151st Street,3817,N/A,King County
6084200060,Southeast 5th Street,6822,N/A,King County
1251200055,33rd Avenue South,1120,N/A,King County
8964800860,Vineyard Crest,9332,N/A,King County
9551200270,East Green Lake Way North,5708,N/A,King County
3226059128,108th Avenue Northeast,11010,N/A,King County
3438500798,16th Avenue Southwest,5911,N/A,King County
9286100200,Sunset Court Northwest,107,N/A,King County
5151600390,South 296th Place,1015,Marine Hills,King County
4172100240,7th Avenue Northwest,7036,Whittier Heights,King County
5422560830,Northeast 66th Place,15715,N/A,King County
5104520640,Maple Ridge Way Southeast,28062,Maple Woods,King County
8078550320,123rd Place Southeast,22221,Hillshire Terrace,King County
8099600160,107th Place Northeast,10805,N/A,King County
7287700059,Fremont Avenue North,18204,N/A,King County
8862000075,12th Avenue Southwest,11245,Mount View,King County
8887001625,Vashon Highway Southwest,11703,N/A,King County
9464700340,Northeast 30th Court,3108,N/A,King County
5451300117,Ridgecrest Lane,7701,N/A,King County
587550340,36th Court Southwest,3082,Bayview Country Estates,King County
2591820070,Southeast 184th Street,13448,Forest Estates,King County
6679000960,235th Avenue Southeast,24130,Patrick's Faire,King County
9138100350,Northeast 72nd Street,915,N/A,King County
6065300370,Columbia Key,20,Newport Shores,King County
5315100393,Southeast 27th Street,2463,McGilvra,King County
5244800695,Fulton Street,159,N/A,King County
3584000400,South 317th Street,1091,N/A,King County
6746701090,11th Avenue Northeast,4716,University Heights,King County
2421059017,176th Avenue Southeast,34422,N/A,King County
4053200926,Southeast 316th Place,19748,N/A,King County
7899800045,17th Avenue Southwest,8828,Highland Park,King County
7899800045,17th Avenue Southwest,8828,Highland Park,King County
9482700075,North 76th Street,1310,N/A,King County
6300000368,Stone Avenue North,10546,N/A,King County
5135000160,Southwest Orleans Street,5625,Alki,King County
1022069050,Dorre Don Way Southeast,22241,The Highlands of Cedar River,King County
2599000370,Dogwood Drive Southeast,2135,N/A,King County
2652500126,3rd Avenue West,N/A,N/A,King County
2923500550,186th Place Southeast,4222,N/A,King County
3760100200,Northeast 121st Place,9408,N/A,King County
1226069045,275th Avenue Northeast,16507,N/A,King County
3935900232,Alton Avenue Northeast,11346,Alicia Park,King County
3935900232,Alton Avenue Northeast,11346,Alicia Park,King County
224069105,Southeast 17th Street,24922,N/A,King County
8087800400,155th Avenue Northeast,5315,N/A,King County
723049301,4th Avenue Southwest,12612,Beverly Park,King County
4136920030,48th Court Southeast,1121,N/A,King County
7686203385,13th Avenue South,20229,N/A,King County
7922710520,Northeast 66th Street,14815,N/A,King County
824059293,108th Avenue Southeast,3115,N/A,King County
3959400335,13th Avenue South,1302,South Seattle,King County
6072760390,123rd Avenue Southeast,4657,N/A,King County
2787700030,Northeast 17th Street,4117,Glencoe,King County
6446200060,232nd Avenue Southeast,5439,N/A,King County
1545800710,Southeast 266th Street,21659,Cherokee Bay,King County
3522059196,Southeast 278th Place,15125,N/A,King County
4365200186,34th Avenue Southwest,8850,Westwood,King County
2064800890,126th Avenue Southeast,12601,N/A,King County
9268710390,South 329th Lane,423,N/A,King County
2273600260,117th Place Northeast,9703,N/A,King County
9206950200,Southwest Webster Street,2450,N/A,King County
2291400341,Whitman Avenue North,10500,N/A,King County
1311400350,South 290th Street,4206,N/A,King County
191100810,91st Avenue Southeast,4617,N/A,King County
7895500550,43rd Avenue South,29810,N/A,King County
9221400335,8th Avenue Northeast,6312,N/A,King County
6087100070,41st Avenue Southwest,2319,Admiral,King County
3052700695,14th Avenue Northwest,6708A,Whittier Heights,King County
6150200435,Burke Avenue North,13540,N/A,King County
5423040140,191st Avenue Southeast,4241,N/A,King County
123039336,Southwest 100th Street,9854,N/A,King County
123039336,Southwest 100th Street,9854,N/A,King County
1446401290,2nd Avenue South,13206,Beverly Park,King County
8010100135,45th Avenue Southwest,2750,Admiral,King County
8899000140,South 27th Court,623,Victoria Park,King County
2172000570,South 129th Street,6251,N/A,King County
1471701200,Southeast 159th Street,20548,N/A,King County
9808700370,92nd Avenue Northeast,4432,N/A,King County
904000045,40th Avenue West,5426,N/A,King County
7680400140,Marine View Drive Southwest,16469,Gregory Heights,King County
3291800140,Edmonds Court Northeast,467,Highlands Park,King County
3624039074,31st Avenue Southwest,7929,Westwood,King County
98001070,Southeast 24th Way,27724,N/A,King County
5100402767,12th Avenue Northeast,9007,N/A,King County
2826049070,20th Avenue Northeast,12055,N/A,King County
9414610240,Highwood Drive Southwest,805,N/A,King County
4019301160,Northeast 180th Street,5121,N/A,King County
1217000340,12th Avenue Southwest,16439,N/A,King County
1217000340,12th Avenue Southwest,16439,N/A,King County
8081650400,236th Place Southeast,26546,Summit Estates,King County
9465910310,124th Court Northeast,12440,N/A,King County
9468200163,North 70th Street,537,N/A,King County
305000310,Southeast 26th Place,23145,N/A,King County
2624049035,Seward Park Avenue South,5200,Brighton Beach,King County
8098400135,Southwest 106th Street,4115,Arroyo Heights,King County
2291400342,Whitman Avenue North,10500,N/A,King County
4051110240,144th Place Southeast,25329,N/A,King County
3024059078,East Mercer Way,6520,N/A,King County
3182100105,44th Avenue Northeast,6241,Hawthorne Hills,King County
6705850140,Southeast 35th Way,21333,N/A,King County
8651442440,188th Avenue Southeast,26616,Covington Woods,King County
3432500765,Northeast 155th Street,1206,N/A,King County
3905100310,250th Place Southeast,4226,N/A,King County
1328330510,Southeast 177th Place,15424,Candlewood,King County
4017050260,234th Avenue Southeast,25221,Lake Forest Estates,King County
2323069053,254th Southeast Avenue,14422,N/A,King County
4022900951,Northeast 196th Street,2902,N/A,King County
6450304630,Lenora Place North,14044,Bitter Lake,King County
3303960060,Southeast 92nd Street,13828,N/A,King County
993001342,Stone Avenue North,8544,Licton Springs,King County
6743700030,124th Avenue Northeast,10512,N/A,King County
6696800030,Northeast 28th Street,16208,N/A,King County
4114601580,Lakeside Avenue South,1134,N/A,King County
2025079045,Northeast Tolt Hill Road,29836,N/A,King County
182000350,South 129th Street,5514,N/A,King County
8082400136,Northwest 75th Street,3311,Loyal Heights,King County
6352600350,192nd Drive Northeast,19189,N/A,King County
9414610070,Greenwood Boulevard Southwest,1050,N/A,King County
7812801125,Renton Avenue South,N/A,N/A,King County
1121039105,Southwest 307th Street,4325,N/A,King County
3591000030,Northeast 20th Court,17311,N/A,King County
2386000240,260th Avenue Northeast,3414,N/A,King County
4254000060,Northeast 151st Street,28423,N/A,King County
6623400193,Southeast 192nd Street,10617,N/A,King County
8944550140,37th Avenue South,6729,NewHolly,King County
2730500140,South 347th Street,4309,N/A,King County
5490210510,165th Place Northeast,10602,Education Hill,King County
8718500560,Northeast 154th Street,6615,N/A,King County
8651520160,211th Place Northeast,4117,N/A,King County
2868900160,190th Avenue Southeast,28921,N/A,King County
8062900030,Northeast 12th Street,3515,N/A,King County
3336000626,54th Avenue South,8412,Dunlap,King County
3226059083,N/A,11406,N/A,King County
7212660960,18th Avenue South,37321,N/A,King County
1180007375,South 123rd Place,8230,N/A,King County
1150900060,Southeast 47th Place,24266,Hunter's Ridge,King County
9528102110,Northeast 70th Street,825,N/A,King County
1172000150,Palatine Avenue North,9013,N/A,King County
1523049115,South 140th Street,3505,N/A,King County
4222310410,22nd Avenue South,27937,Laurelwood,King County
2568300210,Northeast 100th Street,2500,Alicia Park,King County
3131201320,4th Avenue Northeast,4402,West Campus,King County
1982201255,Northwest 47th Street,618,N/A,King County
125039025,Northwest 73rd Street,209,N/A,King County
5379805121,Military Road South,17233,N/A,King County
7853302520,Quigley Avenue Southeast,6711,N/A,King County
1921069101,Southeast Green Valley Road,19205,N/A,King County
9276202160,47th Avenue Southwest,2705,Admiral,King County
4037500230,Main Street,16265,N/A,King County
1982201345,6th Avenue Northwest,602,N/A,King County
5469500180,Southeast 242nd Street,13450,Meridian Valley Country Club,King County
1088810040,Northeast 157th Street,9916,N/A,King County
2117700085,6th Avenue Northwest,9521,Crown Hill,King County
9211500730,Southwest 339th Place,3501,N/A,King County
4083801395,North 47th Street,1900,N/A,King County
9274201006,45th Avenue Southwest,1902,Admiral,King County
7205800040,11th Avenue South,28833,N/A,King County
3276180210,Monterey Avenue Northeast,1915,Kennydale,King County
3904900530,Southeast 42nd Street,24025,N/A,King County
9560800040,Northeast 177th Street,14740,N/A,King County
5249801411,45th Avenue South,4421,Columbia,King County
3750603492,38th Avenue South,37454,Jovita,King County
249000180,Northeast 26th Street,10613,Ashwood,King County
1796370180,188th Avenue Southeast,25814,Covington Woods,King County
6699940120,Southeast 286th Street,22518,Pebble Creek,King County
3830210230,Southeast 254th Street,11826,Theresa Terrace,King County
9144100158,Mary Avenue Northwest,9632,Blue Ridge,King County
3332500636,44th Avenue South,5968,Brighton,King County
5315100476,74th Avenue Southeast,2450,McGilvra,King County
8682260610,Northeast 129th Place,22892,N/A,King County
5700004525,Lake Washington Boulevard South,2646,N/A,King County
3303950220,Southeast 245th Place,23032,Highlands at Lake Wilderness,King County
7399800150,171st Place Northeast,16726,N/A,King County
1454600256,42nd Avenue Northeast,12718,Cedar Park,King County
629000730,Southeast 30th Street,10637,N/A,King County
7520400040,6th Place Southwest,11830,N/A,King County
2799800180,Stonefield Back Pathway,16631,Stonefield,King County
2025701530,Southeast 282nd Street,22924,Diamond Hills,King County
1794501415,3rd Avenue West,1921,N/A,King County
4038500330,Northeast 4th Street,16404,N/A,King County
9297301065,32nd Avenue Southwest,4018,N/A,King County
985000833,16th Avenue South,12202,N/A,King County
3353400120,5th Avenue Southwest,102-1/2,N/A,King County
8860310120,Northeast 97th Street,16023,N/A,King County
9547200790,Northeast 65th Street,1812,Ravenna,King County
9136103026,North 50th Street,1608,Meridian,King County
5710600620,West Sunset Way,815,N/A,King County
6003001999,13th Avenue East,111,N/A,King County
922059020,Southeast 208th Street,11815,Willow Ridge,King County
644200065,Southeast 25th Street,11019,N/A,King County
6929602390,21st Avenue South,24319,Highline,King County
7399000230,Jones Drive Southeast,1724,Rolling Hills,King County
3885805300,10th Avenue,645,N/A,King County
200800330,174th Avenue Northeast,13612,N/A,King County
6819100330,Queen Anne Avenue North,2911,N/A,King County
1338600175,22nd Avenue East,1234,N/A,King County
8728100781,South Norman Street,2001,N/A,King County
871000515,37th Avenue West,3419,Lawton Park,King County
6446200175,235th Avenue Southeast,5408,N/A,King County
7889600230,2nd Avenue Southwest,12209,Beverly Park,King County
2652500210,2nd Avenue West,2525,N/A,King County
7302000210,279th Avenue Northeast,5125,N/A,King County
6450301530,Densmore Avenue North,14343,Foy,King County
7905200230,46th Avenue Southwest,3639,N/A,King County
1049010620,122nd Place Northeast,14710,N/A,King County
9284802825,26th Avenue Southwest,5633,N/A,King County
3782100145,Northeast 205th Street - 244th Street Southwest,20339,N/A,Snohomish County
8731951490,39th Avenue Southwest,32631,Twin Lakes,King County
9202650210,186th Avenue Southeast,18546,N/A,King County
2473450870,162nd Avenue Southeast,16515,Fairwood Greens,King County
2899200040,9th Avenue Southwest,10448,N/A,King County
2644900149,North 205th Street - 244th Street Southwest,20319,N/A,King County
952005000,38th Avenue Southwest,4412,N/A,King County
7298030210,Southwest 333rd Court,33315,N/A,King County
3760500730,82nd Place Northeast,11217,N/A,King County
1562000120,Northeast 12th Street,15003,N/A,King County
9290850760,Northeast 103rd Street,21422,N/A,King County
272000220,Martin Luther King Junior Way South,1505,N/A,King County
418000145,Northeast 7th Place,3413,President Park,King County
3560800040,Southwest Bruce Street,4923,N/A,King County
1139000035,Greenwood Avenue North,10721,N/A,King County
6681500150,Patten Place West,2811,Southeast Magnolia,King County
2330000035,Northeast 2nd Street,162,Belridge,King County
3095000040,36th Avenue Southwest,5030,N/A,King County
3343300065,116th Avenue Southeast,7033,N/A,King County
375000230,Southwest Marguerite Court,6318,Alki,King County
7663700772,30th Avenue Northeast,14015,Kenwood,King County
302000065,54th Avenue South,30826,N/A,King County
6134500220,248th Place Northeast,2411,N/A,King County
2787700580,Whitman Avenue Northeast,1712,Glencoe,King County
2806300065,Northeast 36th Street,13705,N/A,King County
7866500035,32nd Avenue South,5519,Columbia City,King County
7689600360,South 125th Street,7027,N/A,King County
3541600210,17th Avenue Southwest,13666,Hurstwood,King County
6821600065,30th Avenue West,3222,Lawton Park,King County
7625703405,California Avenue Southwest,6042,Morgan Junction,King County
6979900360,Northeast Quail Creek Drive,27618,N/A,King County
6072100790,125th Avenue Southeast,6543,N/A,King County
4113800410,Southeast 76th Street,12020,N/A,King County
4139450760,174th Place Southeast,5533,N/A,King County
8682220150,235th Place Northeast,12439,N/A,King County
2325039057,30th Avenue West,2858,Lawton Park,King County
2459900040,Northeast 94th Street,32248,N/A,King County
6819100150,1st Avenue West,2724,N/A,King County
7922900040,168th Avenue Southeast,2646,Sammamish Heights,King County
430000035,Northeast 72nd Street,4222,View Ridge,King County
7853301520,N/A,33918,N/A,King County
1623049133,32nd Avenue South,13623,N/A,King County
4024101451,Northeast 183rd Court,18229,North City,King County
3211100730,Southeast 4th Place,4307,Heather Downs,King County
9542840410,Southeast 263rd Place,24032,Woodridge,King County
6648500580,145th Avenue Southeast,27454,N/A,King County
8665900206,Lago Place Northeast,18911,N/A,King County
3025079003,Northeast Tolt Hill Road,28414,N/A,King County
2377000040,182nd Avenue Southeast,31361,N/A,King County
9315100210,South 298th Street,2022,N/A,King County
4046500720,Northeast 106th Street,31625,N/A,King County
8956000120,10th Avenue Northeast,1840,N/A,King County
2862100366,Northeast 55th Street,807,University Heights,King County
1402660150,Southeast 184th Street,15539,Carriagewood,King County
7853310450,Southeast Moffat Street,34917,N/A,King County
3812400455,South Warsaw Street,4427,Brighton,King County
269000970,27th Avenue West,2521,Southeast Magnolia,King County
1788800910,Southwest 308th Street,30572,Mirror Lake,King County
8820902700,Sand Point Way Northeast,11738,Lavilla,King County
8945300040,29th Avenue Southwest,33037,Twin Lakes,King County
3225069241,East Lake Sammamish Trail,101,N/A,King County
7202430150,Northeast 66th Court,6520,N/A,King County
2070100040,25th Avenue South,4934,Rainier Vista,King County
1139000620,2nd Avenue Northwest,10515,N/A,King County
976000790,4th Avenue West,2904,N/A,King County
6617500085,South Juneau Street,4810,Brighton,King County
6163900971,12th Avenue Northeast,17510,North City,King County
7135521530,Southeast 79th Drive,14513,N/A,King County
4036800925,Southeast 10th Street,16232,N/A,King County
6751300065,154th Avenue Southeast,2527,N/A,King County
7192200040,Renton Avenue South,10108,Rainier Beach,King County
3629970610,Northeast Northstar Lane,2773,N/A,King County
3797310230,Wynalda Drive,3414,N/A,King County
2781270210,241st Avenue Southeast,28158,Glacier Trails,King County
1330900230,232nd Avenue Northeast,4124,N/A,King County
